Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
T9,2013,HHS03,Household Size,Three person household,12.7,14,23.4,36.9,35.1,34,25.6,47.7,42.1,26.7,298.2,**,*,*,*,*,*,*,*,*,*,,56.1,51,40.8,35.7,35.7,30.6,35.7,30.6,35.7,45.9,10.2,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHS04,Household Size,Four person household,6.4,14.2,15,16.8,31.4,30.8,32.6,32,34.3,53.4,266.9,**,**,**,*,*,*,*,*,*,*,,66.3,66.3,66.3,51,35.7,35.7,40.8,35.7,25.5,30.6,10.2,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHS05,Household Size,Five or more person household,7.9,4.5,6.8,10.6,13.2,21,24.9,21.9,23.8,32,166.5,**,***,**,**,*,*,*,*,*,*,,66.3,112.2,86.7,56.1,51,35.7,40.8,45.9,40.8,40.8,10.2,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),71.1,70.6,82.6,75.7,77.5,72.7,92.6,99.9,106.4,97.3,846.4,,*,,*,,*,,,,,,20.4,20.4,20.4,20.4,20.4,25.5,20.4,15.3,15.3,20.4,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT03,Tenure,Owned: Who make mortgage payments,22.5,15.6,24.5,37.3,44.3,45.4,62,75.5,71.9,66.9,466,*,*,*,*,*,*,*,,*,*,,40.8,35.7,40.8,30.6,20.4,30.6,25.5,20.4,25.5,25.5,10.2,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT04,Tenure,Owned: Who do not make mortgage payments,48.6,55,58.1,38.4,33.2,27.3,30.6,24.5,34.4,30.3,380.4,*,*,*,*,*,*,*,*,*,*,,20.4,25.5,20.4,35.7,30.6,45.9,30.6,30.6,30.6,35.7,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),68.2,72.8,61.6,75.3,64.5,63.2,46.8,38.3,33.1,24.9,548.7,,,*,,*,*,*,*,*,*,,20.4,20.4,25.5,20.4,25.5,20.4,25.5,30.6,40.8,40.8,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT07,Tenure,Not owned: Who make rent payments,63.5,71.9,59.7,70.4,63.5,62.1,44.7,36.8,32.6,23.1,528.3,*,,*,,*,,*,*,*,*,,20.4,20.4,30.6,20.4,25.5,20.4,25.5,30.6,40.8,40.8,5.1,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT08,Tenure,Not owned: Who do not make rent payments,4.7,,,4.9,,,,,,,20.4,**,S,S,**,S,S,S,S,S,S,*,91.8,,,81.6,,,,,,,40.8,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),25.5,19.3,20.8,14.5,19.5,25.7,26.7,26.3,25.6,40.3,244.3,*,*,*,*,*,*,*,*,*,*,,40.8,40.8,30.6,45.9,45.9,35.7,40.8,45.9,40.8,30.6,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT10,Tenure,Family trust: Mortgage arrangements not further defined,,,,,,,,,,,,,,,,,S,,,,,S,,,,,,,,,,,,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT11,Tenure,Family trust: Who make mortgage payments,3.6,2.7,4.4,5.6,4.1,8.2,12.5,10.7,13.8,20.9,86.6,**,***,**,**,**,**,**,**,*,*,*,96.9,107.1,96.9,86.7,96.9,66.3,66.3,56.1,51,45.9,25.5,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2013,HHT12,Tenure,Family trust: Who do not make mortgage payments,21.9,16.6,16.4,8.9,15.4,17.2,14.1,15.6,11.8,19.4,157.3,*,*,*,**,**,*,*,**,**,*,,45.9,45.9,35.7,56.1,51,40.8,45.9,56.1,66.3,40.8,15.3,"Under   $22,800","$22,800 To   $32,099","$32,100 To   $42,499","$42,500 To   $55,499","$55,500 To   $68,599","$68,600 To   $82,499","$82,500 To  $100,099","$100,100 To  $123,899","$123,900 To  $165,899","$165,900 and Over"
T9,2014,HH999,Total all households,Total all households,165.2,165.9,164.7,166.4,164.8,165.4,165.9,166.1,165.2,165.1,1654.6,,,,,,,,,,,,15.3,10.2,10.2,15.3,10.2,10.2,10.2,15.3,10.2,10.2,0,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC01,Household Composition,Couple only,17.8,18.6,68.2,37.6,48.6,50.7,57.7,55.1,48.4,44.2,446.9,*,*,,*,*,*,,*,*,*,,40.8,30.6,15.3,25.5,25.5,20.4,20.4,20.4,25.5,25.5,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC02,Household Composition,Couple with one dependent child,1.9,3.3,7.8,14.9,8.5,12.9,11.9,14.1,21.1,12.7,109.1,**,***,**,*,**,*,*,*,*,*,,96.9,102,71.4,40.8,56.1,45.9,45.9,45.9,40.8,40.8,15.3,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC03,Household Composition,Couple with two dependent children,5.1,5.8,3.8,15.6,20.6,24.5,20.4,24.5,19.2,22,161.6,**,**,**,*,*,*,*,*,*,*,,76.5,66.3,76.5,45.9,35.7,30.6,40.8,40.8,35.7,35.7,10.2,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC04,Household Composition,Couple with three or more dependent children,2.4,2.2,5.4,10,9.9,11.3,11.7,8.6,8.4,8.6,78.6,***,**,**,**,*,*,**,**,*,**,,102,86.7,81.6,61.2,45.9,45.9,56.1,56.1,51,66.3,20.4,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC05,Household Composition,All other 'couples with child(ren) only' households,3.5,3.6,3.9,5.5,10.3,15.5,18,24.4,29,33.9,147.5,***,**,**,**,**,*,*,*,*,*,,102,91.8,86.7,91.8,56.1,45.9,40.8,51,35.7,30.6,15.3,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC06,Household Composition,One parent with dependent child(ren) only,17.5,28,15,9.7,6.1,1.8,,,,,82.2,*,*,*,*,**,**,S,S,S,S,,40.8,35.7,40.8,45.9,51,91.8,,,,,20.4,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC07,Household Composition,All other 'one parent with child(ren) only' households,3.5,3.4,7.3,8.4,10.6,9.5,6.6,6.8,,,58.9,**,**,**,**,**,**,**,**,S,S,,86.7,71.4,51,51,51,56.1,76.5,66.3,,,20.4,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC08,Household Composition,Other one-family households,2.4,4,10.6,11.5,12.8,9.5,8.6,11.3,14.6,20.5,105.8,**,**,**,**,*,*,**,*,*,*,,96.9,81.6,51,51,45.9,45.9,51,51,35.7,40.8,15.3,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC09,Household Composition,One-person household,108.4,95.2,38.8,43.4,29.9,18.7,8.4,9.5,3.9,,358.2,,,*,*,*,*,**,**,**,S,,20.4,15.3,25.5,30.6,30.6,40.8,56.1,61.2,76.5,,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHC10,Household Composition,All other households,,1.9,3.9,9.7,7.4,10.8,21.7,10.6,18,18.7,105.7,S,**,**,*,**,**,*,**,*,*,,,96.9,81.6,51,56.1,51,45.9,56.1,45.9,45.9,15.3,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHS01,Household Size,One person household,108.4,95.2,38.8,43.4,29.9,18.7,8.4,9.5,3.9,,358.2,,,*,*,*,*,**,**,**,S,,20.4,15.3,25.5,30.6,30.6,40.8,56.1,61.2,76.5,,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHS02,Household Size,Two person household,31.6,37.7,79.7,49.1,60.8,59.5,63.9,62.2,55,47.2,546.7,*,*,,*,*,,,,*,*,,30.6,20.4,15.3,25.5,20.4,20.4,20.4,20.4,25.5,20.4,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHS03,Household Size,Three person household,11.5,14.9,26,31.8,26.6,32.9,35.7,39.1,44,43.3,305.9,*,*,*,*,*,*,*,*,*,*,,45.9,40.8,35.7,30.6,25.5,30.6,30.6,30.6,25.5,30.6,10.2,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHS04,Household Size,Four person household,10.1,11.8,9.3,25,29.5,34.4,36.6,30.8,37.5,45.7,270.8,**,**,*,*,*,*,*,*,*,*,,56.1,51,45.9,35.7,30.6,30.6,25.5,35.7,25.5,25.5,10.2,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHS05,Household Size,Five or more person household,3.6,6.4,10.9,17,18,19.7,21.2,24.5,24.8,27,173.1,**,**,**,*,*,*,*,*,*,*,,76.5,56.1,56.1,35.7,35.7,35.7,35.7,40.8,30.6,35.7,10.2,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),63.8,75.1,87.3,70.9,79.9,82.2,88.1,97.5,91.6,79.9,816.4,,,,,,,,,,,,15.3,15.3,15.3,20.4,20.4,15.3,20.4,15.3,15.3,20.4,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT03,Tenure,Owned: Who make mortgage payments,18.8,18.2,27,34.9,48.2,54.6,59.9,61.5,66.4,51.3,440.9,*,*,*,*,*,,*,,*,*,,35.7,35.7,35.7,30.6,20.4,20.4,20.4,20.4,20.4,25.5,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT04,Tenure,Owned: Who do not make mortgage payments,45,56.8,60.3,36.1,31.7,27.6,28.3,36,25.2,28.6,375.5,*,,,*,*,*,*,*,*,*,,20.4,20.4,20.4,25.5,30.6,30.6,35.7,30.6,35.7,30.6,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT05,Tenure,Total for Dwelling not owned by usual resident(s),85.7,72.5,52.8,72.9,63.2,60.4,50.7,40.9,40.5,32,571.7,*,,*,,*,,*,*,*,*,,25.5,20.4,20.4,20.4,20.4,20.4,20.4,30.6,25.5,35.7,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT07,Tenure,Not owned: Who make rent payments,79.5,69.1,51.1,69.2,59,57.4,47.2,40.2,40.5,29.4,542.4,*,,*,,*,,*,*,*,*,,25.5,20.4,20.4,20.4,20.4,20.4,20.4,30.6,25.5,35.7,5.1,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT08,Tenure,Not owned: Who do not make rent payments,6.3,3.4,,3.7,,3.1,3.5,,,,29.3,**,**,S,**,S,***,***,S,,S,*,86.7,91.8,,96.9,,107.1,112.2,,,,45.9,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT09,Tenure,Total for Dwelling held in a family trust by usual resident(s),15.4,18.3,24.5,22.6,21.7,22.7,27.1,27.7,33.1,53.1,266.2,*,*,*,*,*,*,*,*,*,*,,51,45.9,35.7,35.7,35.7,30.6,30.6,35.7,30.6,25.5,10.2,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT10,Tenure,Family trust: Mortgage arrangements not further defined,,,,,,,,,,,,S,,,,,,,,,,S,,,,,,,,,,,,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT11,Tenure,Family trust: Who make mortgage payments,2.7,3.3,5.4,9,9.1,11,9.4,14.1,22.3,30,116.3,***,***,**,**,**,*,**,**,*,*,,112.2,107.1,96.9,66.3,56.1,45.9,51,51,35.7,35.7,15.3,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2014,HHT12,Tenure,Family trust: Who do not make mortgage payments,12.5,15,19.1,13.6,12.6,11.7,17.6,13.5,10.8,23.1,149.6,**,**,*,*,*,**,*,**,*,*,,56.1,56.1,35.7,45.9,40.8,51,40.8,56.1,45.9,35.7,15.3,"Under   $21,700","$21,700 To   $31,899","$31,900 To   $43,799","$43,800 To   $57,099","$57,100 To   $71,399","$71,400 To   $87,299","$87,300 To  $107,199","$107,200 To  $131,899","$131,900 To  $174,399","$174,400 and Over"
T9,2015,HH999,Total all households,Total all households,166.5,167.6,168.4,166.3,167.3,166.4,168.1,166.8,167,167.3,1671.6,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC01,Household Composition,Couple only,15.1,39.5,54.6,50.4,50,50.7,55.3,58.7,43.2,48.9,466.4,*,,,,,,,,,,,35.7,20.4,15.3,20.4,20.4,20.4,20.4,15.3,20.4,15.3,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC02,Household Composition,Couple with one dependent child,5.1,4.6,6.2,9.6,15.6,18.6,11.9,14.8,13.9,17.7,117.8,**,**,*,*,*,*,*,*,*,*,,96.9,76.5,45.9,40.8,35.7,30.6,30.6,35.7,40.8,30.6,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC03,Household Composition,Couple with two dependent children,2.1,2.8,7.4,9.8,18.3,24.6,22.2,18.6,23.6,20.2,149.6,**,**,**,*,*,*,*,*,*,*,,81.6,81.6,51,35.7,30.6,30.6,30.6,30.6,30.6,30.6,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC04,Household Composition,Couple with three or more dependent children,2,2,3.8,7.4,12.8,11.1,11.9,7.9,7.5,6.4,72.9,**,**,**,*,*,*,*,*,*,**,,81.6,81.6,51,35.7,40.8,30.6,40.8,45.9,45.9,66.3,15.3,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC05,Household Composition,All other 'couples with child(ren) only' households,4.4,2,7.3,9.5,13.3,13.2,22.8,27.5,33,33.2,166.1,**,**,**,*,*,*,*,*,*,*,,81.6,96.9,56.1,40.8,45.9,35.7,30.6,25.5,25.5,25.5,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC06,Household Composition,One parent with dependent child(ren) only,13.4,20.6,17.1,10.6,6.6,4.1,2.1,,,,76.9,*,*,*,*,*,**,***,S,S,S,,25.5,25.5,30.6,40.8,45.9,56.1,102,,,,15.3,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC07,Household Composition,All other 'one parent with child(ren) only' households,1.9,5,7,8.8,7.4,7.4,6.2,4.6,2.5,,51.9,**,*,*,*,*,*,**,**,**,S,,91.8,45.9,45.9,40.8,51,51,56.1,81.6,96.9,,20.4,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC08,Household Composition,Other one-family households,4.3,4.6,8,10.2,9.9,9.6,7.3,9,11.8,7.7,82.4,**,**,*,*,*,*,*,*,*,*,,66.3,51,40.8,40.8,45.9,40.8,40.8,35.7,45.9,45.9,15.3,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC09,Household Composition,One-person household,115.2,84.8,49.9,40.5,24.3,14.4,11.5,8.2,4.8,8.3,361.9,,,,*,*,*,*,*,**,**,,10.2,15.3,15.3,25.5,25.5,35.7,40.8,40.8,51,51,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHC10,Household Composition,All other households,3,1.9,7.2,9.5,9,12.7,16.9,16.9,25.9,22.8,125.8,**,***,**,*,*,*,*,*,*,*,,86.7,102,51,45.9,45.9,40.8,30.6,30.6,35.7,30.6,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHS01,Household Size,One person household,115.2,84.8,49.9,40.5,24.3,14.4,11.5,8.2,4.8,8.3,361.9,,,,*,*,*,*,*,**,**,,10.2,15.3,15.3,25.5,25.5,35.7,40.8,40.8,51,51,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHS02,Household Size,Two person household,25.4,56.7,68.8,62,59.5,59.6,64.4,65,46.9,50.7,558.9,*,,,,,,,,,,,25.5,15.3,15.3,15.3,15.3,15.3,15.3,15.3,20.4,15.3,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHS03,Household Size,Three person household,17,14.3,25,24.3,36.5,37.3,31.1,37.2,36.1,36.5,295.6,*,*,*,*,*,,*,,*,*,,40.8,30.6,30.6,25.5,25.5,20.4,25.5,20.4,20.4,25.5,10.2,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHS04,Household Size,Four person household,4.9,6.6,14.9,19.6,28.8,33.7,37.4,34,48.8,42,270.5,**,**,*,*,*,*,*,*,,,,51,56.1,35.7,25.5,25.5,25.5,20.4,25.5,20.4,20.4,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHS05,Household Size,Five or more person household,4,5.3,9.8,19.9,18.1,21.4,23.7,22.3,30.4,29.7,184.6,**,**,*,*,*,*,*,*,*,*,,56.1,51,40.8,25.5,30.6,20.4,25.5,25.5,25.5,30.6,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT01,Tenure,Total for Dwelling owned or partly owned by usual resident(s),59.4,77.9,78.4,77.4,80.4,81.7,94.8,92.2,93.9,102.3,838.5,,,,,,,,,,,,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,10.2,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
T9,2015,HHT03,Tenure,Owned: Who make mortgage payments,16.4,15.7,26.9,38.8,47.5,55.2,62.2,65.1,69.1,62.3,459.2,*,*,*,*,,,,,,,,35.7,30.6,25.5,20.4,20.4,20.4,15.3,20.4,20.4,20.4,5.1,"Under   $23,100","$23,100 To   $34,099","$34,100 To   $45,899","$45,900 To   $60,299","$60,300 To   $74,699","$74,700 To   $89,799","$89,800 To  $108,099","$108,100 To  $135,099","$135,100 To  $175,699","$175,700 and Over"
